repository_language,type,active_repos_by_url,events,year,quarter
Emacs Lisp,ForkEvent,927,2648,2013,3
F#,WatchEvent,191,705,2013,3
Puppet,IssuesEvent,325,857,2013,2
ActionScript,WatchEvent,1186,4215,2013,3
Powershell,PushEvent,69,1425,2012,1
Standard ML,PushEvent,30,1128,2012,1
F#,WatchEvent,114,659,2012,3
Visual Basic,ForkEvent,185,638,2013,3
Vala,PushEvent,206,2604,2013,3
Rebol,PushEvent,23,204,2013,2
Nemerle,IssuesEvent,6,10210,2013,1
Visual Basic,WatchEvent,24,147,2012,1
Smalltalk,IssuesEvent,14,68,2013,4
Gosu,ForkEvent,13,34,2013,2
Groovy,IssuesEvent,387,1786,2013,4
Emacs Lisp,IssuesEvent,77,666,2012,1
Ioke,PushEvent,2,174,2012,3
Lasso,ForkEvent,15,330,2013,4
Kotlin,PushEvent,53,463,2013,1
Vala,ForkEvent,52,276,2013,3
Matlab,ForkEvent,378,756,2013,3
Opa,PushEvent,9,29,2013,2
Arc,PushEvent,24,164,2013,2
Groovy,WatchEvent,134,684,2012,1
Kotlin,WatchEvent,29,104,2013,3
XQuery,PushEvent,79,640,2013,3
Kotlin,PushEvent,67,486,2013,4
Python,CreateEvent,38,120,2012,1
C++,CreateEvent,20,56,2012,2
SuperCollider,WatchEvent,21,110,2012,2
Common Lisp,ForkEvent,276,473,2013,4
VHDL,ForkEvent,10,39,2012,2
Rust,ForkEvent,99,456,2013,2
XQuery,ForkEvent,31,53,2013,1
Ceylon,IssuesEvent,2,11,2012,4
Ecl,ForkEvent,4,7,2013,4
GAMS,WatchEvent,1,1,2014,2
Tcl,WatchEvent,46,282,2012,2
Coq,IssuesEvent,10,78,2013,4
Nemerle,WatchEvent,12,89,2012,3
Bro,ForkEvent,6,6,2013,4
Apex,IssuesEvent,13,62,2012,3
FORTRAN,ForkEvent,58,88,2012,4
Mirah,PushEvent,5,35,2013,3
Pure Data,IssuesEvent,5,24,2012,4
Nemerle,WatchEvent,33,99,2013,4
wisp,ForkEvent,6,7,2014,1
Monkey,WatchEvent,6,9,2013,2
CLIPS,WatchEvent,3,3,2013,3
Eiffel,ForkEvent,14,51,2012,2
Smalltalk,IssuesEvent,14,87,2013,1
Parrot,IssuesEvent,2,14,2013,4
Eiffel,IssuesEvent,2,33,2012,2
Turing,ForkEvent,3,4,2013,1
Coq,ForkEvent,11,17,2012,4
Self,ForkEvent,1,12,2012,2
wisp,PushEvent,1,4,2013,2
Arc,IssuesEvent,2,27,2013,3
ooc,WatchEvent,17,23,2012,4
Boo,WatchEvent,11,23,2013,2
Eiffel,WatchEvent,11,18,2013,2
Eiffel,ForkEvent,11,16,2012,4
AppleScript,CreateEvent,5,5,2012,4
Turing,IssuesEvent,2,10,2012,2
CLIPS,ForkEvent,2,7,2014,1
M,CreateEvent,1,1,2014,1
C#,CreateEvent,3,9,2012,1
Ragel in Ruby Host,PushEvent,2,2,2013,1
Puppet,CreateEvent,6,6,2013,2
TXL,PushEvent,1,1,2014,1
Factor,ForkEvent,2,6,2012,4
Dylan,WatchEvent,6,17,2013,3
Coq,WatchEvent,3,12,2012,1
Nu,ForkEvent,1,1,2013,1
SuperCollider,ForkEvent,12,15,2013,1
Puppet,CreateEvent,4,12,2012,2
Haskell,CreateEvent,2,6,2012,1
Fantom,WatchEvent,3,5,2013,4
D,CreateEvent,2,2,2013,3
Forth,ForkEvent,1,1,2014,2
Fantom,PushEvent,1,1,2013,3
RobotFramework,WatchEvent,1,1,2013,4
CLIPS,IssuesEvent,1,1,2013,2
Dart,CreateEvent,1,1,2013,3
Pascal,CreateEvent,2,2,2013,4
Shell,PushEvent,64455,502489,2014,3
Objective-C,ForkEvent,12141,45731,2014,3
Go,PushEvent,18355,170251,2014,3
Scala,PushEvent,9457,106658,2014,3
CSS,PushEvent,125066,1335101,2014,2
Scheme,WatchEvent,464,1270,2014,2
C,PushEvent,65117,711926,2014,2
Python,WatchEvent,42229,235550,2014,2
Python,ForkEvent,31894,92123,2014,2
Assembly,PushEvent,1629,13217,2014,2
Erlang,PushEvent,2971,26216,2014,2
VimL,WatchEvent,3680,26673,2014,2
XSLT,PushEvent,1794,16822,2014,2
Clojure,IssuesEvent,775,3764,2014,4
Shell,IssuesEvent,4555,16323,2014,4
Papyrus,PushEvent,19,236,2014,4
Scala,IssuesEvent,1209,8321,2014,4
Erlang,WatchEvent,1575,6627,2014,4
OpenEdge ABL,PushEvent,3,11,2015,1
PHP,WatchEvent,566,782,2015,1
DM,WatchEvent,1,1,2015,1
Factor,IssuesEvent,1,1,2015,1
Frege,PushEvent,27,159,2014,3
OpenEdge ABL,PushEvent,214,2428,2014,3
HaXe,WatchEvent,70,115,2014,3
Bluespec,PushEvent,16,642,2014,3
Max,WatchEvent,56,123,2014,3
Mathematica,PushEvent,383,7519,2014,3
SourcePawn,PushEvent,212,2608,2014,3
Crystal,PushEvent,23,457,2014,3
CSS,CreateEvent,391,396,2014,4
nesC,PushEvent,115,1397,2014,4
Propeller Spin,PushEvent,49,1211,2014,4
Rebol,PushEvent,67,232,2014,3
RobotFramework,PushEvent,18,75,2014,3
EmberScript,PushEvent,17,130,2014,4
Shell,CreateEvent,123,124,2014,4
XC,PushEvent,36,175,2014,4
AutoIt,ForkEvent,28,49,2014,4
nesC,IssuesEvent,13,62,2014,4
Shen,WatchEvent,5,10,2014,4
Apex,ForkEvent,98,241,2014,3
Stata,CreateEvent,2,2,2014,4
M,WatchEvent,49,94,2014,4
SQL,IssuesEvent,11,34,2014,4
APL,PushEvent,4,14,2014,4
Glyph,WatchEvent,4,4,2014,4
Forth,IssuesEvent,1,2,2014,3
Elixir,PushEvent,850,6519,2014,2
Vala,IssuesEvent,37,195,2014,2
ANTLR,PushEvent,62,562,2014,2
Slash,IssuesEvent,1,4,2014,4
Xtend,ForkEvent,15,21,2014,4
Crystal,IssuesEvent,3,51,2014,3
Ecl,ForkEvent,1,3,2014,4
XQuery,WatchEvent,76,125,2014,2
ATS,PushEvent,2,2,2015,1
COBOL,ForkEvent,17,26,2014,3
Pan,PushEvent,15,74,2014,2
Ecl,PushEvent,10,67,2014,2
IGOR Pro,PushEvent,3,24,2014,3
Io,IssuesEvent,2,37,2014,3
AutoHotkey,CreateEvent,3,3,2014,4
HaXe,PushEvent,34,258,2014,2
Cirru,PushEvent,3,16,2014,2
Nemerle,ForkEvent,14,68,2014,2
ooc,ForkEvent,11,14,2014,3
FORTRAN,CreateEvent,4,4,2014,3
BlitzMax,IssuesEvent,2,3,2014,4
VHDL,ForkEvent,123,178,2014,2
Bro,IssuesEvent,1,2,2014,4
REALbasic,IssuesEvent,3,6,2014,3
Zephir,WatchEvent,3,21,2014,2
PAWN,ForkEvent,10,19,2014,2
PogoScript,PushEvent,4,18,2014,2
xBase,WatchEvent,6,6,2014,3
JavaScript,IssuesEvent,28692,178455,2014,1
R,PushEvent,10817,72830,2014,1
Vala,PushEvent,232,4143,2014,1
XQuery,PushEvent,105,1064,2014,1
Assembly,IssuesEvent,78,410,2014,1
Lua,ForkEvent,1529,3796,2014,1
SuperCollider,PushEvent,65,639,2014,1
TypeScript,IssuesEvent,309,4369,2014,1
OCaml,ForkEvent,304,579,2014,1
Augeas,IssuesEvent,1,21,2014,1
FORTRAN,ForkEvent,152,288,2014,1
RobotFramework,PushEvent,6,50,2014,1
HaXe,ForkEvent,56,85,2014,1
Go,CreateEvent,8,8,2014,1
SuperCollider,IssuesEvent,4,25,2014,1
Lasso,WatchEvent,17,61,2014,1
TeX,CreateEvent,6,6,2014,1
Monkey,ForkEvent,24,30,2014,1
XC,WatchEvent,24,43,2014,1
JSONiq,PushEvent,7,88,2014,2
Volt,WatchEvent,3,6,2014,1
Rebol,WatchEvent,28,34,2014,1
Bro,ForkEvent,1,1,2014,2
Objective-C,WatchEvent,13338,132544,2013,3
PHP,ForkEvent,16814,54122,2013,1
PHP,WatchEvent,17472,73500,2012,4
D,PushEvent,680,20311,2012,2
Java,PushEvent,135889,1477266,2013,4
C,IssuesEvent,1892,49884,2012,2
PHP,PushEvent,14737,295629,2012,1
R,PushEvent,1451,28813,2012,3
Java,IssuesEvent,4305,91675,2012,2
Clojure,PushEvent,2984,45404,2012,3
C#,ForkEvent,2741,16499,2012,3
Haskell,PushEvent,4338,37364,2013,1
Shell,WatchEvent,7269,36180,2013,2
VimL,WatchEvent,791,9093,2012,1
Puppet,PushEvent,1774,25641,2012,3
C,ForkEvent,10577,34355,2013,1
C++,IssuesEvent,1915,34956,2012,3
ActionScript,WatchEvent,355,3849,2012,1
Perl,PushEvent,12259,91101,2013,1
CoffeeScript,PushEvent,5231,39693,2012,4
ActionScript,PushEvent,1922,30957,2012,3
Perl,IssuesEvent,1151,5088,2013,2
HaXe,PushEvent,288,8965,2012,2
Logos,PushEvent,1178,15132,2013,2
ASP,PushEvent,323,5976,2012,3
Common Lisp,PushEvent,1156,8338,2013,3
Shell,ForkEvent,2803,21833,2012,2
Emacs Lisp,ForkEvent,1027,2445,2013,2
Delphi,ForkEvent,121,258,2013,2
DCPU-16 ASM,IssuesEvent,6,44,2013,1
Rust,ForkEvent,137,500,2013,3
Verilog,PushEvent,348,3999,2013,2
PowerShell,WatchEvent,166,693,2013,1
JavaScript,CreateEvent,542,603,2013,4
AutoHotkey,IssuesEvent,11,85,2012,2
Objective-J,PushEvent,66,792,2013,2
Emacs Lisp,IssuesEvent,435,1761,2013,3
Elixir,WatchEvent,249,1480,2013,4
Ada,PushEvent,83,1300,2013,2
Matlab,IssuesEvent,41,668,2012,2
D,IssuesEvent,83,541,2013,1
Go,ForkEvent,694,3157,2012,3
AppleScript,WatchEvent,80,301,2013,3
AppleScript,WatchEvent,70,260,2013,2
Bro,PushEvent,13,54,2012,4
Emacs Lisp,ForkEvent,969,2376,2013,1
F#,ForkEvent,100,269,2013,3
Groovy,WatchEvent,668,1650,2013,2
Prolog,PushEvent,474,3822,2013,1
Tcl,IssuesEvent,19,77,2013,3
Haxe,WatchEvent,257,1598,2013,2
PowerShell,ForkEvent,163,376,2013,2
Xtend,PushEvent,37,447,2013,3
Dylan,ForkEvent,7,16,2014,2
Apex,WatchEvent,176,270,2013,3
Prolog,IssuesEvent,54,228,2013,4
ASP,WatchEvent,6,27,2012,1
Lua,WatchEvent,251,1281,2012,1
Boo,PushEvent,24,266,2013,2
Standard ML,WatchEvent,49,120,2013,1
ANTLR,IssuesEvent,1,8,2014,1
Ada,WatchEvent,35,53,2013,3
Assembly,WatchEvent,159,640,2012,4
Scheme,IssuesEvent,57,166,2013,4
Java,CreateEvent,191,193,2013,2
HaXe,PushEvent,72,325,2013,3
DCPU-16 ASM,PushEvent,8,131,2013,3
DOT,IssuesEvent,19,150,2013,4
PowerShell,WatchEvent,4,27,2012,1
Nemerle,WatchEvent,14,69,2013,1
JSONiq,WatchEvent,3,6,2014,2
Ada,ForkEvent,13,21,2013,2
Opa,ForkEvent,10,27,2012,3
Standard ML,IssuesEvent,3,19,2012,4
Verilog,ForkEvent,22,58,2012,3
Matlab,IssuesEvent,52,199,2013,1
Io,ForkEvent,17,17,2013,3
Awk,ForkEvent,8,14,2013,3
Xtend,ForkEvent,8,13,2013,2
AppleScript,ForkEvent,30,56,2013,3
C++,CreateEvent,93,95,2013,4
FORTRAN,ForkEvent,36,190,2012,2
Puppet,CreateEvent,5,7,2013,4
Nu,WatchEvent,3,4,2014,2
Pure Data,WatchEvent,78,160,2013,2
Smalltalk,ForkEvent,18,65,2012,3
Arduino,CreateEvent,6,6,2012,4
Arc,IssuesEvent,3,8,2014,2
Ada,ForkEvent,15,20,2013,4
Go,CreateEvent,22,23,2013,4
PogoScript,PushEvent,2,9,2013,1
Mirah,ForkEvent,3,3,2013,1
Ada,WatchEvent,4,15,2012,1
Arc,ForkEvent,4,13,2013,3
Logtalk,WatchEvent,2,6,2013,2
Pike,ForkEvent,3,3,2013,3
RobotFramework,PushEvent,1,2,2013,4
OpenEdge ABL,CreateEvent,1,1,2014,1
Ceylon,ForkEvent,5,6,2013,3
Coq,ForkEvent,10,15,2013,1
Turing,IssuesEvent,1,2,2014,2
Dylan,ForkEvent,3,6,2012,3
Turing,ForkEvent,1,3,2012,1
AppleScript,IssuesEvent,5,13,2012,4
Factor,WatchEvent,2,9,2012,1
Logtalk,ForkEvent,2,3,2013,2
Haxe,CreateEvent,2,2,2013,4
RobotFramework,IssuesEvent,1,1,2014,2
Opa,IssuesEvent,1,1,2013,3
SAS,WatchEvent,2,2,2014,2
REALbasic,IssuesEvent,1,1,2013,4
SuperCollider,CreateEvent,1,1,2013,2
TeX,PushEvent,10007,110602,2014,3
Glyph,PushEvent,8,64,2014,3
SAS,PushEvent,37,1337,2014,2
JavaScript,ForkEvent,65162,252012,2014,4
PowerShell,PushEvent,3253,22419,2014,4
SourcePawn,ForkEvent,69,163,2014,4
Scala,ForkEvent,2387,8350,2014,4
Chapel,ForkEvent,2,6,2014,4
Vala,IssuesEvent,54,370,2014,4
DM,IssuesEvent,33,1594,2014,4
VHDL,ForkEvent,116,151,2014,4
Swift,IssuesEvent,820,3266,2014,4
Apex,IssuesEvent,40,247,2014,4
Java,PushEvent,3304,7953,2015,1
Objective-C++,WatchEvent,3,8,2015,1
Propeller Spin,ForkEvent,1,1,2015,1
SQF,WatchEvent,4,5,2015,1
R,WatchEvent,2154,7730,2014,3
Dart,PushEvent,1802,18721,2014,3
VHDL,PushEvent,387,3428,2014,3
Coq,PushEvent,202,3436,2014,3
Mercury,WatchEvent,32,146,2014,3
Smalltalk,IssuesEvent,30,161,2014,4
Coq,WatchEvent,77,236,2014,4
Arc,WatchEvent,15,77,2014,4
OpenEdge ABL,IssuesEvent,7,168,2014,3
BitBake,PushEvent,55,477,2014,4
Rebol,PushEvent,76,382,2014,4
Objective-J,WatchEvent,25,107,2014,4
SAS,IssuesEvent,10,97,2014,4
MoonScript,IssuesEvent,7,60,2014,4
Monkey,WatchEvent,4,5,2014,3
Rebol,ForkEvent,12,17,2014,4
LiveScript,IssuesEvent,47,165,2014,3
Groovy,CreateEvent,9,9,2014,3
Clean,PushEvent,7,39,2014,4
Turing,ForkEvent,6,6,2014,4
ABAP,IssuesEvent,3,63,2014,4
FLUX,WatchEvent,21,30,2014,3
Agda,ForkEvent,14,36,2014,4
Component Pascal,ForkEvent,5,7,2014,4
OpenSCAD,PushEvent,220,1050,2014,3
TypeScript,ForkEvent,742,3056,2014,2
Gosu,PushEvent,139,1097,2014,2
Game Maker Language,ForkEvent,15,30,2014,2
Visual Basic,WatchEvent,317,925,2014,2
GAMS,WatchEvent,11,14,2014,3
Monkey,PushEvent,31,133,2014,2
SQF,ForkEvent,2,2,2015,1
Awk,PushEvent,2,3,2015,1
Brightscript,WatchEvent,1,1,2015,1
Elm,ForkEvent,17,40,2014,2
Bro,ForkEvent,14,16,2014,4
Ceylon,ForkEvent,6,9,2014,4
ooc,IssuesEvent,1,6,2014,2
LookML,ForkEvent,4,4,2014,4
Ragel in Ruby Host,PushEvent,20,70,2014,2
RobotFramework,CreateEvent,1,1,2014,4
Arc,ForkEvent,10,29,2014,2
Julia,CreateEvent,1,1,2014,4
Erlang,CreateEvent,1,1,2014,3
XSLT,CreateEvent,2,2,2014,4
PogoScript,ForkEvent,2,2,2014,3
DCPU-16 ASM,ForkEvent,1,1,2014,4
M,IssuesEvent,17,62,2014,2
Grace,ForkEvent,2,2,2014,4
Dogescript,WatchEvent,3,5,2014,2
Augeas,ForkEvent,4,35,2014,2
Cap'n Proto,PushEvent,1,1,2014,4
TypeScript,PushEvent,3253,33766,2014,1
JavaScript,WatchEvent,76505,740318,2014,1
PHP,IssuesEvent,12497,80879,2014,1
Java,IssuesEvent,13073,90957,2014,1
Ruby,PushEvent,132547,1052455,2014,1
Objective-J,IssuesEvent,11,187,2014,1
VHDL,PushEvent,750,7551,2014,1
ooc,PushEvent,32,294,2014,1
Matlab,WatchEvent,585,1385,2014,1
Visual Basic,IssuesEvent,113,453,2014,1
VimL,IssuesEvent,880,3167,2014,1
AutoIt,PushEvent,160,1216,2014,1
Elixir,IssuesEvent,75,401,2014,1
Xtend,WatchEvent,30,69,2014,1
C,CreateEvent,88,89,2014,1
Pure Data,WatchEvent,60,142,2014,1
Elm,WatchEvent,34,85,2014,1
C++,CreateEvent,68,69,2014,1
Bro,WatchEvent,33,45,2014,2
Mirah,IssuesEvent,1,7,2014,1
Dylan,IssuesEvent,5,30,2014,1
Bro,PushEvent,19,98,2014,2
XC,WatchEvent,9,14,2014,2
Glyph,WatchEvent,20,25,2014,1
JavaScript,PushEvent,198558,1983401,2013,2
Haskell,PushEvent,3329,75254,2012,2
Racket,PushEvent,588,5791,2013,1
Objective-C,WatchEvent,9328,91505,2012,4
C,WatchEvent,9692,94763,2012,3
C#,PushEvent,25300,202118,2013,3
C,ForkEvent,8903,25383,2012,4
Java,ForkEvent,25996,93188,2013,3
Objective-C,PushEvent,18486,120823,2012,4
PHP,WatchEvent,24011,115964,2013,3
Scala,PushEvent,7718,74787,2013,4
Assembly,WatchEvent,148,7544,2012,2
VimL,PushEvent,18264,108955,2013,4
JavaScript,IssuesEvent,22800,210384,2013,4
Awk,PushEvent,87,635,2013,4
VimL,PushEvent,4549,50820,2012,1
Shell,WatchEvent,9193,51798,2013,4
CSS,IssuesEvent,5203,30483,2013,4
D,WatchEvent,220,593,2012,4
Java,ForkEvent,3305,20376,2012,1
Python,IssuesEvent,10308,61941,2013,3
Perl,PushEvent,12751,103919,2013,2
R,WatchEvent,334,2905,2012,2
Objective-J,PushEvent,98,2588,2012,2
Visual Basic,PushEvent,1077,7316,2013,2
Emacs Lisp,WatchEvent,997,12482,2012,2
Erlang,WatchEvent,1161,9301,2012,3
Julia,PushEvent,570,6537,2013,2
PHP,ForkEvent,2888,18555,2012,1
TypeScript,ForkEvent,382,2816,2013,4
Julia,PushEvent,88,3648,2012,3
OCaml,IssuesEvent,188,1080,2013,4
Vala,IssuesEvent,38,249,2013,2
Assembly,WatchEvent,255,1895,2013,2
Dart,PushEvent,953,6824,2013,3
Dart,WatchEvent,398,1501,2013,2
JavaScript,CreateEvent,438,469,2013,2
ActionScript,IssuesEvent,222,2079,2013,1
ASP,PushEvent,61,816,2012,1
Apex,IssuesEvent,26,198,2013,2
DOT,PushEvent,224,3373,2013,2
R,WatchEvent,1035,3126,2013,4
Arduino,ForkEvent,253,444,2013,1
Go,ForkEvent,1831,6697,2013,3
Tcl,PushEvent,388,2987,2013,4
Scala,IssuesEvent,406,5029,2012,3
F#,IssuesEvent,23,304,2012,2
Ada,PushEvent,99,1220,2013,3
F#,PushEvent,91,1548,2012,1
HaXe,IssuesEvent,43,675,2012,2
Java,CreateEvent,91,260,2012,2
Prolog,ForkEvent,116,218,2013,4
F#,IssuesEvent,29,192,2012,3
Scheme,WatchEvent,138,678,2012,3
Scala,ForkEvent,252,1608,2012,1
Logtalk,PushEvent,4,320,2013,1
Matlab,ForkEvent,28,120,2012,1
DCPU-16 ASM,PushEvent,10,554,2012,3
XQuery,PushEvent,63,421,2012,4
VHDL,ForkEvent,80,184,2013,4
Apex,WatchEvent,53,212,2012,3
D,IssuesEvent,65,883,2012,3
XQuery,WatchEvent,40,81,2013,1
FORTRAN,IssuesEvent,5,54,2012,1
Vala,ForkEvent,37,76,2013,2
OpenEdge ABL,PushEvent,170,2285,2013,3
ColdFusion,ForkEvent,106,643,2012,2
Monkey,PushEvent,27,156,2013,2
Objective-J,IssuesEvent,5,87,2012,1
AutoHotkey,PushEvent,37,591,2012,1
Matlab,IssuesEvent,25,254,2012,3
Standard ML,WatchEvent,38,190,2013,2
xBase,PushEvent,17,216,2013,4
Eiffel,WatchEvent,9,10,2012,4
Java,CreateEvent,136,138,2012,4
DCPU-16 ASM,ForkEvent,14,35,2012,4
XSLT,IssuesEvent,29,117,2013,2
Objective-J,ForkEvent,26,60,2012,4
Processing,IssuesEvent,56,154,2013,4
Boo,WatchEvent,8,13,2013,4
Nimrod,ForkEvent,6,14,2013,2
Io,ForkEvent,4,16,2012,3
C#,CreateEvent,9,23,2012,2
Perl,CreateEvent,206,287,2013,4
Parrot,IssuesEvent,4,114,2012,2
Modelica,WatchEvent,8,48,2012,1
Powershell,ForkEvent,9,45,2012,1
Nimrod,WatchEvent,16,70,2013,2
Racket,ForkEvent,68,198,2013,1
Objective-J,IssuesEvent,7,140,2013,3
Squirrel,WatchEvent,17,45,2013,4
XQuery,IssuesEvent,12,74,2013,2
Vala,ForkEvent,27,108,2012,2
Ragel in Ruby Host,IssuesEvent,1,2,2014,2
FORTRAN,IssuesEvent,15,220,2012,3
Oxygene,ForkEvent,4,11,2014,2
Smalltalk,IssuesEvent,14,38,2012,4
Fantom,PushEvent,3,19,2013,4
PogoScript,IssuesEvent,2,9,2013,2
Dart,CreateEvent,2,2,2014,1
Standard ML,ForkEvent,22,29,2013,1
Pure Data,ForkEvent,7,24,2012,2
Prolog,WatchEvent,70,138,2012,4
VHDL,IssuesEvent,2,15,2012,1
Max/MSP,IssuesEvent,2,24,2012,2
DCPU-16 ASM,ForkEvent,7,10,2013,1
Slash,ForkEvent,7,12,2013,3
REALbasic,PushEvent,8,24,2013,4
Awk,ForkEvent,9,20,2013,2
ABAP,PushEvent,4,16,2013,3
LiveScript,CreateEvent,1,1,2014,1
Max,WatchEvent,1,2,2013,2
Logtalk,PushEvent,1,6,2012,1
Clojure,CreateEvent,6,6,2012,4
Objective-J,ForkEvent,6,24,2012,1
SuperCollider,ForkEvent,4,12,2012,1
Delphi,CreateEvent,2,8,2012,3
Forth,WatchEvent,4,5,2013,2
Go,CreateEvent,3,8,2012,2
Erlang,CreateEvent,2,2,2012,4
Nu,WatchEvent,3,4,2013,3
Self,ForkEvent,1,1,2013,2
Groovy,CreateEvent,2,2,2013,2
Self,IssuesEvent,1,3,2014,2
Fancy,PushEvent,2,2,2014,1
XProc,WatchEvent,2,2,2013,2
Fancy,ForkEvent,1,1,2013,1
SQL,PushEvent,170,5463,2014,3
Julia,PushEvent,1258,14552,2014,3
C,WatchEvent,21770,137752,2014,3
D,PushEvent,1650,14598,2014,2
Java,IssuesEvent,14191,107925,2014,2
C++,ForkEvent,16102,46526,2014,2
PHP,ForkEvent,25673,73886,2014,2
Objective-C++,PushEvent,460,2888,2014,2
CSS,ForkEvent,13384,70456,2014,2
JavaScript,WatchEvent,92905,897401,2014,4
PHP,IssuesEvent,14042,82445,2014,4
CoffeeScript,ForkEvent,3311,11133,2014,4
Tcl,PushEvent,562,22405,2014,4
Scala,WatchEvent,3607,25646,2014,4
Ceylon,PushEvent,50,556,2014,4
XSLT,WatchEvent,392,1616,2014,4
FORTRAN,PushEvent,1186,12264,2014,4
Objective-C++,PushEvent,559,3896,2014,4
Gosu,IssuesEvent,42,399,2014,4
OpenEdge ABL,WatchEvent,58,163,2014,4
Chapel,PushEvent,26,435,2014,4
ActionScript,ForkEvent,737,1619,2014,4
Python,WatchEvent,957,1468,2015,1
Go,PushEvent,430,1101,2015,1
Scala,IssuesEvent,19,23,2015,1
Groovy,PushEvent,50,110,2015,1
Emacs Lisp,WatchEvent,72,96,2015,1
TypeScript,PushEvent,23,43,2015,1
Scala,WatchEvent,111,131,2015,1
Mathematica,PushEvent,11,22,2015,1
Makefile,ForkEvent,20,21,2015,1
IDL,ForkEvent,2,2,2015,1
Jasmin,WatchEvent,1,3,2015,1
TeX,ForkEvent,20,22,2015,1
Perl,IssuesEvent,18,20,2015,1
CoffeeScript,ForkEvent,20,22,2015,1
FORTRAN,IssuesEvent,76,332,2014,3
AspectJ,PushEvent,58,261,2014,3
Erlang,IssuesEvent,305,1191,2014,3
LiveScript,WatchEvent,108,540,2014,3
Dart,ForkEvent,354,910,2014,3
FORTRAN,WatchEvent,213,410,2014,4
Puppet,CreateEvent,1,1,2014,4
Nimrod,PushEvent,112,831,2014,3
Nemerle,IssuesEvent,4,12355,2014,4
XQuery,ForkEvent,36,52,2014,4
Ragel in Ruby Host,WatchEvent,7,17,2014,4
DM,WatchEvent,37,127,2014,3
Pure Data,ForkEvent,23,36,2014,3
Pascal,ForkEvent,238,452,2014,4
Factor,WatchEvent,8,45,2014,4
HaXe,ForkEvent,33,41,2014,3
Thrift,PushEvent,13,59,2014,4
FORTRAN,CreateEvent,3,3,2014,4
Game Maker Language,IssuesEvent,23,134,2014,4
PAWN,IssuesEvent,9,80,2014,4
XProc,ForkEvent,2,2,2014,4
REALbasic,WatchEvent,5,10,2014,4
Hack,WatchEvent,7,14,2014,4
Pan,WatchEvent,18,18,2014,3
Awk,ForkEvent,21,32,2014,4
SQF,IssuesEvent,32,242,2014,3
HaXe,IssuesEvent,11,14,2014,3
Cirru,PushEvent,2,22,2014,3
Logtalk,PushEvent,4,321,2014,2
Game Maker Language,PushEvent,171,2141,2014,2
Visual Basic,PushEvent,1719,14261,2014,2
OCaml,WatchEvent,621,2078,2014,2
AutoHotkey,PushEvent,355,2838,2014,2
D,IssuesEvent,159,788,2014,2
M,ForkEvent,30,55,2014,2
Makefile,CreateEvent,8,8,2014,4
XProc,PushEvent,12,122,2014,2
Stata,ForkEvent,1,3,2015,1
PAWN,WatchEvent,14,24,2014,2
GDScript,IssuesEvent,2,11,2014,4
IGOR Pro,ForkEvent,9,9,2014,4
Jasmin,WatchEvent,2,2,2014,4
Racket,CreateEvent,7,7,2014,3
Grace,IssuesEvent,1,12,2014,4
eC,IssuesEvent,1,9,2014,3
eC,PushEvent,3,7,2014,4
Boo,WatchEvent,10,15,2014,3
GAMS,IssuesEvent,1,1,2014,3
Cirru,IssuesEvent,1,1,2014,3
Perl6,WatchEvent,22,42,2014,2
Arc,PushEvent,1,1,2015,1
FORTRAN,ForkEvent,1,1,2015,1
Nit,PushEvent,2,12,2014,3
JavaScript,ForkEvent,54776,224389,2014,1
Matlab,PushEvent,3506,32389,2014,1
Haskell,IssuesEvent,810,3781,2014,1
OpenEdge ABL,PushEvent,195,1934,2014,1
Nemerle,PushEvent,76,514,2014,1
Lasso,PushEvent,150,1487,2014,1
PowerShell,ForkEvent,283,720,2014,1
Lasso,IssuesEvent,10,78,2014,1
Kotlin,PushEvent,86,869,2014,1
Agda,ForkEvent,30,45,2014,1
NetLogo,IssuesEvent,5,31,2014,1
XML,WatchEvent,51,109,2014,1
Rebol,ForkEvent,25,30,2014,1
REALbasic,PushEvent,23,173,2014,1
Nu,PushEvent,12,20,2014,1
MoonScript,ForkEvent,22,26,2014,1
XML,IssuesEvent,12,53,2014,1
Self,WatchEvent,26,76,2014,1
Crystal,CreateEvent,1,1,2014,2
Dylan,WatchEvent,7,14,2014,2
eC,WatchEvent,3,5,2014,2
AspectJ,IssuesEvent,3,18,2014,2
C++,ForkEvent,4236,33781,2012,2
Objective-C,WatchEvent,8922,170965,2012,3
JavaScript,PushEvent,103523,2086521,2012,3
Python,WatchEvent,19922,255056,2012,2
Clojure,PushEvent,3467,23327,2012,4
Shell,PushEvent,27054,239460,2013,1
JavaScript,PushEvent,198776,2020050,2013,4
PHP,ForkEvent,11313,73571,2012,3
Rust,PushEvent,892,12943,2013,4
C++,WatchEvent,7432,32073,2012,4
C++,ForkEvent,12955,36914,2013,4
Ruby,WatchEvent,26483,174028,2013,1
Groovy,PushEvent,1913,26280,2012,3
Clojure,PushEvent,2764,58116,2012,2
Clojure,IssuesEvent,415,1929,2013,1
Arduino,PushEvent,1990,10482,2013,2
Emacs Lisp,PushEvent,6069,42768,2013,1
Groovy,PushEvent,3046,25847,2013,4
Matlab,PushEvent,1391,22810,2013,1
CSS,IssuesEvent,2978,17591,2013,3
C++,IssuesEvent,2856,27856,2013,1
Shell,WatchEvent,6751,32357,2013,1
Emacs Lisp,PushEvent,1581,19878,2012,1
Erlang,ForkEvent,1118,2502,2013,4
Scheme,WatchEvent,323,1751,2013,3
